representation,unit_id,tile_id,partition,origin_trip_count,origin_expanded_mass,destination_trip_count,destination_expanded_mass,unit_bbox_span_m
zona777,645,E23_N420,test,70782,100311.20449999999,68019,93017.43789999999,2823.47145315283
zona777,646,E23_N419,train,23082,37805.1849,20080,30166.8489,2374.30212861544
zona777,647,E23_N419,train,8435,13260.4075,7775,10784.408,2334.831990493461
zona777,648,E23_N419,train,34655,52737.7608,31657,45950.6106,1531.7747264425852
zona777,649,E23_N419,train,30241,45727.4789,26235,38007.5314,1330.7863874597824
zona777,65,E22_N420,validation,12397,19848.9362,13011,19446.294,1371.338331449777
zona777,650,E23_N419,train,14671,23184.6118,9855,14391.6456,1385.255362093798
zona777,651,E23_N419,train,18765,28033.7621,23694,34024.4246,1047.4872713551158
zona777,652,E23_N419,train,29447,42381.123,21897,31300.4115,1873.916523356922
zona777,653,E23_N419,train,24198,35799.5781,8876,12668.999600000001,1411.6035291999578
zona777,654,E23_N419,train,23829,37959.351800000004,17503,26111.6035,1525.342215351644
zona777,655,E23_N419,train,74488,114631.4966,59091,87291.2361,1481.1721848584712
zona777,656,E23_N419,train,24304,36486.75,5721,9151.5095,850.9338434134261
zona777,657,E23_N419,train,38203,57351.064000000006,20755,30422.6939,1256.049916851276
zona777,658,E23_N418,validation,231598,318794.62360000005,265827,372545.2231,1299.8545116192545
zona777,659,E23_N418,validation,22883,37407.5308,19349,28948.700800000002,1373.7938299271043
zona777,66,E22_N420,validation,12087,19905.6262,10990,16484.6808,1480.113253634423
zona777,660,E23_N418,validation,18302,27146.547599999998,17608,25840.6108,805.4988094558939
zona777,661,E22_N418,train,27721,39685.623,5770,9454.730599999999,1357.0833197605098
zona777,662,E23_N419,train,56171,85863.6121,36335,54109.6281,1063.5630826709094
zona777,663,E22_N419,train,34453,51085.1812,38831,58341.451499999996,1059.0251793842765
zona777,664,E22_N418,train,1266,2757.6479,1777,2696.1865000000003,849.2550535295159
zona777,665,E22_N418,train,34938,53598.2578,16056,24496.172,2135.4320571012795
zona777,666,E22_N418,train,19280,28970.8606,4375,6713.6928,1321.3797250229982
zona777,667,E22_N418,train,6722,10481.5018,1896,3087.9693,1290.4916339513147
zona777,668,E22_N418,train,18231,29093.027100000003,19708,30154.1608,931.126185308094
zona777,669,E22_N418,train,16188,29789.4566,15727,24764.9071,814.9212774392217
zona777,67,E22_N420,validation,56205,91163.4596,50748,77350.8689,1432.5133332228288
zona777,670,E22_N418,train,1283,2091.928,748,1170.2485,701.7594306813553
zona777,671,E22_N418,train,408,924.6969,418,689.8480999999999,1250.550853598863
zona777,672,E22_N418,train,8431,13641.222399999999,4983,7729.9901,797.8365844991058
zona777,673,E22_N418,train,13034,22482.2934,12368,18786.4389,885.9471829198883
zona777,674,E22_N418,train,1590,2802.7594,1642,2535.0844,679.2487178404117
zona777,675,E22_N418,train,4618,7701.5789,3055,4972.660699999999,1277.4920910461806
zona777,676,E22_N418,train,5580,8913.4169,4642,7175.5832,951.507817352598
zona777,677,E22_N418,train,21229,32232.7768,14970,23259.1203,1141.241701410152
zona777,678,E22_N418,train,7631,13103.3419,11389,18339.0161,1808.3451958909864
zona777,679,E22_N418,train,5834,8321.2364,3867,6194.5711,1574.1239563831475
zona777,68,E22_N420,validation,52576,86830.0435,54001,82067.9902,1558.444228055887
zona777,680,E22_N418,train,11534,19175.1544,10439,17117.1548,1503.2117577390743
zona777,681,E22_N418,train,13915,28002.5256,16462,26698.7345,2258.1153250411157
zona777,682,E22_N419,train,10253,14789.3296,16852,24039.2888,1483.121782113623
zona777,683,E22_N419,train,105251,152558.9101,80714,116572.6971,1173.0193164490047
zona777,684,E22_N419,train,57585,81321.3486,34080,49752.5189,1671.2519131297013
zona777,685,E22_N419,train,28201,39582.6339,37817,54171.5805,1221.49537861906
zona777,686,E22_N419,train,74460,103754.6272,58459,83289.0906,1486.2247630527709
zona777,687,E22_N419,train,12482,17459.1613,11525,16993.8207,902.2081269107877
zona777,688,E22_N419,train,28871,38650.2305,27628,39574.6218,1063.6786713120528
zona777,689,E22_N419,train,17812,24321.047,14815,21431.0383,877.2641882539028
zona777,69,E22_N420,validation,41677,63616.394,53876,80375.41040000001,1879.089184311917
zona777,690,E22_N419,train,2719,4187.8022,4233,6115.0379,1060.3378364781383
zona777,691,E22_N419,train,12826,20203.559699999998,6309,9517.117,960.9471500217916
zona777,692,E22_N419,train,13378,20652.6775,10653,15746.7898,1112.9672297314391
zona777,693,E22_N419,train,43099,71103.1232,33882,50318.9967,1437.7768791291164
zona777,694,E22_N419,train,23319,36566.3813,22411,33129.8139,1186.9461084716022
zona777,695,E22_N419,train,43108,60629.2262,33791,49223.6842,1754.357887712773
zona777,696,E22_N419,train,30034,46298.0066,23189,34287.7672,1260.6926676901055
zona777,697,E22_N419,train,11796,19467.4995,12658,18497.9198,715.5026633327943
zona777,698,E22_N419,train,8140,13081.0182,10594,15274.409099999999,810.7195162540302
zona777,699,E22_N419,train,11761,17753.3513,9553,14496.5003,1610.8464289916446
zona777,7,E23_N420,test,30713,43913.8542,11011,17500.3606,1102.4888370633123
zona777,70,E22_N420,validation,43847,64593.8073,27653,39957.4845,2413.0024188207462
zona777,700,E22_N419,train,20880,34671.1282,11130,16592.1531,2311.3659755486296
zona777,701,E22_N419,train,41672,62797.2314,29357,43663.25,1787.0780390305445
zona777,702,E22_N419,train,64279,94076.4376,62507,91540.54609999999,1634.7079965485027
zona777,703,E22_N419,train,40905,58343.8347,20475,29633.5738,1486.4473542387714
zona777,704,E22_N419,train,272565,374179.24220000004,274817,392947.647,1943.1522383289996
zona777,705,E22_N419,train,42732,63057.6908,28783,41551.8467,1651.5974001893774
zona777,706,E22_N420,validation,26701,43262.7096,27016,38824.1823,1691.490426827222
zona777,707,E22_N419,train,51333,76813.8088,60282,86090.0604,925.0561434160918
zona777,708,E22_N419,train,24613,35851.578,11744,17114.1394,604.078088687209
zona777,709,E22_N419,train,41604,62193.9493,42368,61471.9239,1077.3541010841727
zona777,71,E22_N419,train,328939,531247.4848999999,336455,472191.78079999995,1927.7390340507263
zona777,710,E22_N419,train,19442,28711.779899999998,22356,31911.920599999998,898.0273965308443
zona777,711,E22_N419,train,18595,27233.5618,31607,45534.2817,832.8179342886433
zona777,712,E22_N419,train,15699,24303.7227,15061,21917.7353,582.2513524578535
zona777,713,E22_N419,train,16181,23207.686999999998,12502,18269.0807,815.9882209043717
zona777,714,E22_N419,train,1198,1581.0085,204,310.30809999999997,606.4126542303711
zona777,715,E22_N419,train,1066,1474.3264,1179,1756.791,583.6032398566604
zona777,716,E22_N419,train,28470,40787.443,31156,45089.4138,770.0452270524693
zona777,717,E22_N419,train,31844,45389.7534,29909,41867.1053,573.7937284078216
zona777,718,E22_N420,validation,13951,24490.8952,5759,9135.6955,917.7036220266018
zona777,719,E22_N420,validation,28900,48132.9721,23680,34787.4879,1338.4116453966126
zona777,72,E22_N419,train,75200,105415.7264,61943,89156.4745,2100.700551859918
zona777,720,E22_N420,validation,13924,21477.9223,18599,27313.091,589.8030642420053
zona777,721,E22_N420,validation,5885,9158.033,7714,11253.5722,786.8338567392202
zona777,722,E22_N420,validation,24914,41467.3352,14945,22617.5836,1153.6403204202652
zona777,723,E22_N420,validation,23948,40412.5711,32024,47732.1949,1267.6272156935884
zona777,724,E22_N420,validation,34068,52405.028900000005,21441,33349.5315,1236.8218811980332
zona777,725,E22_N419,train,90556,132993.4972,91921,132806.77659999998,1269.0997374420986
zona777,726,E22_N420,validation,40698,59390.713800000005,30031,43978.9868,1589.2108409777284
zona777,727,E23_N420,test,191576,274079.9527,210071,302116.3708,1263.6067123617977
zona777,728,E23_N420,test,188354,266695.6419,192421,274346.1946,1405.657813717262
zona777,729,E23_N420,test,17187,28986.9326,18257,26241.9079,844.3230628157035
zona777,73,E22_N419,train,45745,70095.594,73429,106845.2342,1285.8529009753838
zona777,730,E22_N420,validation,36706,52608.379,36508,51409.1013,2370.7882136516278
zona777,731,E23_N420,test,181,363.1553,9981,14125.2007,1175.7861387726734
zona777,732,E22_N420,validation,35008,50991.2171,41904,61452.8439,1006.5163822667672
zona777,733,E22_N419,train,6112,8483.965,5703,7916.986,3460.240366861224
zona777,734,E21_N419,train,37803,54314.700999999994,34119,47772.3086,4512.196407299489
zona777,735,E22_N419,train,19531,28407.0831,3541,5289.0025,1540.3317806560665
zona777,736,E22_N419,train,58576,88060.04950000001,41531,61786.7022,1308.1383620329434
zona777,737,E22_N419,train,15080,23006.5144,28546,42130.8528,1682.2607868011692
zona777,738,E22_N419,train,23880,36587.4036,17729,26160.8348,1550.8066557616694
zona777,739,E22_N419,train,50021,74249.2865,44316,65164.5713,1053.0752375789452
zona777,74,E22_N419,train,2516,3931.0831,4881,6999.4849,803.2682689130306
zona777,740,E22_N419,train,80630,126039.9061,17006,25825.643,979.2327521257102
zona777,741,E22_N419,train,67522,106069.60640000002,43328,63778.7382,969.7092355629428
zona777,742,E23_N419,train,4830,7495.9546,441,668.1339999999999,1064.190100871143
zona777,743,E23_N419,train,34714,54609.9579,21452,32556.6452,870.7943436117494
zona777,744,E23_N419,train,19836,30911.4428,9765,14370.0501,871.4389436324127
zona777,745,E23_N418,validation,17596,26637.6878,32053,45785.552299999996,1291.5049247135755
zona777,746,E23_N418,validation,62057,90986.50510000001,30919,45628.126000000004,1797.0753643922508
zona777,747,E23_N418,validation,20755,30858.6402,16369,23864.1151,1173.4351536931936
zona777,748,E23_N418,validation,39117,60773.9547,21274,32584.492,1176.8072731871507
zona777,749,E23_N418,validation,45416,66965.7275,24232,36161.1227,1264.7226914248895
zona777,75,E22_N419,train,20787,31835.190599999998,20370,30106.7803,1126.6313644109175
zona777,750,E23_N418,validation,20007,33017.3471,18976,29374.309,1175.0194832048728
zona777,751,E23_N418,validation,1675,2604.9886,510,810.3561,2174.867960046162
zona777,752,E23_N418,validation,14157,25725.8498,13565,20252.0552,1511.0859935716726
zona777,753,E23_N419,train,17197,24534.3238,20753,28823.4949,1085.0575864985583
zona777,754,E23_N419,train,22322,31180.0492,24705,34323.3115,1288.9568121591583
zona777,755,E23_N420,test,38554,50345.4277,18418,25639.594800000003,1203.2811490786262
zona777,756,E23_N420,test,31097,42909.4223,8923,12489.3972,1021.7727297439124
zona777,757,E23_N419,train,53087,74214.4371,59487,82336.9159,737.6158429714851
zona777,758,E23_N419,train,107907,144695.88710000002,98880,136822.5121,1229.036450621672
zona777,759,E23_N419,train,8873,13120.43,12430,17365.9113,987.4018830507994
zona777,76,E22_N419,train,43698,58339.7241,23033,32807.1901,1230.080920831184
zona777,760,E23_N419,train,64821,90907.569,17386,24886.0099,1452.451015854429
zona777,761,E23_N419,train,35253,54056.8139,25235,36314.0648,1716.8794721888844
zona777,762,E23_N419,train,33916,50414.2407,55924,78554.9932,823.4579713670537
zona777,763,E23_N419,train,12825,19576.9782,22717,32496.4794,1197.3517024145694
zona777,764,E23_N419,train,4052,5718.8945,3308,4638.7838,1865.3017633139389
zona777,765,E23_N419,train,171768,257325.65180000002,129616,188062.6203,2790.1608609883115
zona777,766,E23_N419,train,13348,23986.9169,86035,120179.7657,1732.8734600348398
zona777,767,E23_N419,train,55751,81602.7886,70685,98727.61750000001,1679.775876770727
zona777,768,E23_N419,train,11083,13789.9528,11006,15289.8902,929.0906029697508
zona777,769,E23_N419,train,46637,66690.2726,32057,45498.0743,984.9258157273288
zona777,77,E22_N419,train,453938,664829.6341000001,454957,655849.892,1360.3254144389066
zona777,770,E23_N419,train,3972,6218.5072,4139,5914.0181,1130.5144984601066
zona777,771,E22_N420,validation,85508,127755.0218,68552,100890.6438,1157.9481844631955
zona777,772,E22_N420,validation,26193,37380.1255,30627,44026.1154,1171.0280693657696
zona777,773,E22_N420,validation,366143,512798.18259999994,365361,527639.1726,1333.670596885495
zona777,774,E22_N420,validation,113149,162548.8836,101825,147503.0858,1633.087236403895
zona777,775,E23_N420,test,16591,23414.4583,20724,28953.6122,641.036687541753
zona777,776,E23_N419,train,25948,40247.55,16133,24505.0744,1290.2565514640885
zona777,777,E22_N420,validation,37916,57552.0586,30525,45431.0095,1300.1092406669632
zona777,778,E22_N420,validation,53407,82723.2991,5649,8955.2081,1143.9828475566464
zona777,779,E22_N420,validation,45909,68202.5798,43844,63312.1309,1171.0280693657696
zona777,78,E22_N419,train,639466,1127178.9452999998,743638,1058663.0166,1115.667749135173
zona777,780,E23_N418,validation,85061,116516.071,50787,76257.5104,1420.965231811511
zona777,781,E23_N418,validation,33459,50266.7191,38123,54290.1825,1203.7641947660595
zona777,782,E23_N418,validation,36747,53946.7614,27046,39427.4834,968.4684755165364
zona777,783,E23_N418,validation,17797,27187.710199999998,7032,10434.0361,1483.1633226601407
zona777,784,E23_N418,validation,49391,68238.51819999999,38772,57568.8193,1078.024329959415
zona777,785,E23_N418,validation,27357,45341.2398,15783,24463.7506,1347.6361835226417
zona777,786,E23_N418,validation,13154,24139.7021,5951,8949.5111,832.9489487206447
zona777,787,E23_N418,validation,601,1286.9634,10064,14971.5393,1221.360718438984
zona777,788,E23_N418,validation,36918,58738.7639,16738,25556.3422,1858.6307933395728
zona777,789,E23_N418,validation,4674,8131.6894,8138,12226.8904,891.522727170377
zona777,79,E22_N419,train,352414,495626.4403999999,403761,577867.8611999999,1040.524386418983
zona777,790,E23_N418,validation,10649,17906.1437,5176,7887.7495,712.7336408085539
zona777,791,E22_N418,train,77592,103826.33530000002,75379,111300.05540000001,1187.7156268418184
zona777,792,E22_N418,train,34969,54639.6646,28149,42509.2811,1687.2408779887485
zona777,793,E22_N418,train,9668,17030.4849,14979,22707.5307,1089.6814645745908
zona777,794,E22_N418,train,25934,39028.5367,13370,20873.1467,937.9525350435288
zona777,795,E22_N418,train,19862,30886.4849,18110,27709.8576,1022.422187127173
zona777,796,E22_N418,train,15265,22032.5249,8741,13007.9542,793.3051541429013
zona777,797,E23_N418,validation,114421,160871.6773,118686,172698.7559,821.9552967362106
zona777,798,E23_N418,validation,24223,38031.074,10937,16669.5371,741.7535643307492
zona777,799,E23_N418,validation,16138,26462.4219,11698,17681.1897,986.6185697345064
zona777,8,E23_N420,test,447474,626657.4415000001,507067,708973.5931,882.0741334855556
zona777,80,E22_N419,train,55263,87275.8202,57958,86376.0239,765.9126556767151
zona777,800,E22_N418,train,5451,8977.2304,6707,10640.9851,772.6692657154053
zona777,801,E22_N418,train,23897,33765.2331,15883,23859.0125,771.8537633009837
zona777,802,E23_N418,validation,690,1261.5697,2828,4191.2813,699.2921519009396
zona777,803,E23_N419,train,51723,82523.7387,47049,69334.7942,1016.289981466718
zona777,804,E22_N419,train,11634,19153.5663,7843,11688.4859,875.3753672447056
zona777,805,E22_N419,train,8604,13748.1908,6628,10045.8269,820.9549541754532
zona777,806,E22_N419,train,66142,99059.6611,51721,76990.6967,1671.0933607075713
zona777,807,E22_N418,train,30120,45497.609599999996,32380,48063.707899999994,2021.387453611591
zona777,808,E22_N419,train,30278,45896.3529,33725,49705.6673,2282.761291194824
zona777,809,E22_N419,train,59722,89968.80750000001,56807,83571.2673,1129.815529022133
zona777,81,E22_N419,train,24149,34117.8428,27579,40084.6328,976.0664026523008
zona777,810,E22_N419,train,27933,42760.8682,22967,34005.4168,1027.5454049982363
zona777,811,E22_N419,train,33755,50543.0328,37718,55398.0009,1051.678044386208
zona777,812,E22_N419,train,22785,34058.693999999996,15364,22547.1972,1057.5361094113323
zona777,813,E22_N419,train,12725,19586.0145,6549,9531.8739,824.5769803223666
zona777,814,E22_N419,train,19269,31939.5711,39471,58250.5656,856.7417944004992
zona777,815,E22_N419,train,2223,3750.8802,24760,35711.829,1072.5427649498452
zona777,816,E22_N419,train,23647,36931.4543,59626,88089.1505,1058.0635201837867
zona777,818,E22_N419,train,35191,50442.994000000006,44646,63077.3677,891.1763787660748
zona777,819,E22_N419,train,651023,887635.2937,632406,914666.0983,1179.690520633012
zona777,82,E22_N419,train,20296,31766.1102,29781,43462.3316,1044.5442777574062
zona777,820,E22_N419,train,13213,20778.0177,10274,15343.4077,956.79726039432
zona777,821,E22_N419,train,39169,56388.1587,37949,54567.1029,1114.502057492733
zona777,822,E22_N419,train,24217,35039.453,6541,9988.0562,699.9422182936687
zona777,823,E22_N419,train,31349,45360.561,33848,49456.034999999996,581.354846969014
zona777,824,E22_N419,train,38839,55074.7091,24312,35590.8211,816.4582448434085
zona777,825,E22_N419,train,30839,45475.9841,28986,42345.517,612.9277966376394
zona777,826,E22_N419,train,32102,46658.4038,22726,32975.7262,1236.985823554045
zona777,827,E22_N419,train,152643,212591.55169999998,163874,233677.87190000003,1058.7262477104086
zona777,828,E22_N419,train,1590,3341.8880999999997,36587,51995.5555,1221.2986935038352
zona777,829,E22_N420,validation,25368,37495.7136,28052,41221.8028,1558.550870349456
zona777,83,E22_N419,train,11363,17196.353900000002,12126,17490.0027,968.629666587338
zona777,830,E22_N420,validation,3441,5524.8462,3849,5538.6803,2312.8873838679865
zona777,831,E22_N420,validation,42380,63468.5248,27064,39075.5707,4583.70342801325
zona777,832,E22_N420,validation,1578,2402.0009,941,1402.0635,979.9610874712234
zona777,833,E23_N420,test,14138,21811.7456,14352,20752.8547,792.7287623716984
zona777,834,E22_N420,validation,15719,26889.1253,7449,11021.8383,2045.995992349752
zona777,835,E22_N420,validation,9573,17395.3544,15645,24065.3439,1681.3705997487996
zona777,836,E22_N420,validation,12884,22335.603,6088,9468.9542,1006.8270753112738
zona777,837,E22_N420,validation,54299,92842.5082,34246,52565.7989,3224.385206099483
zona777,838,E23_N420,test,19463,27849.388,24027,35591.9155,746.2266256175935
zona777,839,E23_N420,test,6543,10271.501,6736,9853.975199999999,849.0130973272026
zona777,84,E22_N419,train,912682,1317339.5433999996,958805,1339710.8154000007,1827.4223469030112
zona777,840,E23_N420,test,2806,4705.601,2262,3330.2398,3356.301242986694
zona777,841,E22_N419,train,5304,7736.8172,11439,16577.1343,585.5354003534303
zona777,842,E22_N420,validation,3848,5406.1634,997,1480.9405000000002,602.1645766502479
zona777,843,E22_N419,train,12106,18074.9193,8626,13138.9656,574.6858499750379
zona777,844,E22_N419,train,18397,27246.0979,30545,44505.770899999996,939.1254412964336
zona777,845,E22_N420,validation,5666,8667.1039,11071,16254.0584,513.2290362091735
zona777,846,E22_N420,validation,11310,17220.7172,6608,9896.358,503.78431640344206
zona777,848,E22_N420,validation,37,42.8481,23,33.0532,1066.0
zona777,849,E22_N419,train,0,0.0,5,8.2788,866.0
zona777,85,E22_N419,train,33268,48936.7341,19616,28798.0436,1240.5744335623458
zona777,852,E22_N418,train,1230,2031.764,620,1045.0951,2564.0
zona777,86,E22_N419,train,36699,54717.4485,30581,44061.6345,1555.7842180766163
zona777,87,E22_N419,train,12847,18889.1921,9832,14274.365099999999,1046.0982067827135
zona777,88,E22_N419,train,22942,33987.7742,17094,25094.6513,931.8351843161508
zona777,89,E22_N419,train,18260,26327.7382,19201,28450.1738,1566.74832618027
zona777,9,E23_N420,test,12478,18671.3399,12292,18144.3697,912.2299047335982
zona777,90,E22_N419,train,22763,32114.215,15164,22547.8839,1523.902014454652
zona777,91,E22_N420,validation,16061,24206.2707,15883,23189.0697,842.6795327796135
zona777,92,E22_N420,validation,18373,27290.1201,19720,28526.0406,1102.1775419106707
zona777,93,E22_N420,validation,7871,12133.677599999999,4376,6482.446,1186.8267654674128
zona777,94,E22_N420,validation,11944,18991.9194,15918,23284.5398,836.0059696654789
zona777,95,E22_N420,validation,7628,12251.255000000001,11332,16377.6304,825.8672250658274
zona777,96,E22_N420,validation,39935,58982.9347,36458,52364.371100000004,1262.7478484604508
zona777,97,E22_N420,validation,19002,28108.703,11171,16633.1212,1087.6327991766157
zona777,98,E22_N420,validation,1533,2243.6258,941,1352.0078,1319.5989614534774
zona777,99,E22_N420,validation,31428,46901.729699999996,42414,61400.514800000004,1243.1816226281226
h3_r7,87b2c5080ffffff,E23_N419,train,6146,9641.9617,5532,7679.406599999999,2693.501567386964
h3_r7,87b2c5081ffffff,E23_N419,train,419,630.5908000000001,288,413.9274,2692.882395823195
h3_r7,87b2c5082ffffff,E23_N419,train,77164,118342.8401,60903,87926.1061,2693.7539375182823
h3_r7,87b2c5083ffffff,E23_N419,train,10036,15002.2812,9014,12733.7501,2693.134873431758
h3_r7,87b2c5084ffffff,E23_N419,train,262613,396382.4083999999,244371,350331.8524,2693.868029742269
h3_r7,87b2c5085ffffff,E23_N419,train,27,54.0682,2,2.8262,2693.248812145903
h3_r7,87b2c5086ffffff,E23_N419,train,54660,85430.4099,52568,75574.6852,2694.12067755498
h3_r7,87b2c5090ffffff,E23_N419,train,875198,1220112.1688000008,908989,1294968.0421000004,2694.6248169789906
h3_r7,87b2c5091ffffff,E23_N419,train,196075,288149.3112,171125,245963.1937,2694.005922361859
h3_r7,87b2c5092ffffff,E23_N419,train,223826,325198.45249999996,200872,289076.593,2694.876308243489
h3_r7,87b2c5093ffffff,E23_N419,train,1311535,1809716.655400001,1396625,1993847.9756000005,2694.2575217462145
h3_r7,87b2c5094ffffff,E23_N419,train,246249,353783.41589999996,221477,315109.9515,2694.9918805717607
h3_r7,87b2c5095ffffff,E23_N419,train,281110,397109.085,264377,373982.1398,2694.3729400242446
h3_r7,87b2c5096ffffff,E23_N419,train,705347,930175.3436999996,767056,1049445.3215,2695.2436494581634
h3_r7,87b2c5098ffffff,E23_N419,train,50762,76455.8121,44773,67025.3957,2693.0197633336065
h3_r7,87b2c5099ffffff,E23_N419,train,14876,22495.1987,9734,14137.4843,2692.400792189641
h3_r7,87b2c509affffff,E23_N419,train,404786,564834.6354000001,382585,547914.2919000001,2693.2711932518287
h3_r7,87b2c509bffffff,E23_N418,validation,222663,337670.8898,184806,272491.3467,2692.6523299198598
h3_r7,87b2c509cffffff,E23_N419,train,127791,188240.0783,107312,153926.2054,2693.386965990532
h3_r7,87b2c509dffffff,E23_N419,train,10918,16023.5899,9711,14142.608900000001,2692.7679482438252
h3_r7,87b2c509effffff,E23_N419,train,139077,204635.24730000002,119194,170888.0846,2693.638673315407
h3_r7,87b2c50a2ffffff,E23_N419,train,92400,137415.907,87407,124619.88660000001,2694.234260133526
h3_r7,87b2c50a4ffffff,E24_N420,train,731,1098.3251,570,791.0491,2694.346669417224
h3_r7,87b2c50a6ffffff,E23_N419,train,21391,30773.6382,24011,33611.9016,2694.60025819327
h3_r7,87b2c50b0ffffff,E23_N419,train,831468,1121555.8057000006,882540,1236590.0148,2695.106279738189
h3_r7,87b2c50b1ffffff,E23_N419,train,269600,397989.5849,285878,408282.2096,2694.487185736536
h3_r7,87b2c50b2ffffff,E23_N419,train,457037,631056.5677999998,426878,594433.1326,2695.3587121549062
h3_r7,87b2c50b3ffffff,E23_N419,train,523122,725080.4728000001,506394,723947.5081,2694.7397259394056
h3_r7,87b2c50b4ffffff,E23_N419,train,346041,473939.02190000017,360735,500317.6614,2695.4726010545273
h3_r7,87b2c50b5ffffff,E23_N419,train,263897,366056.2795,248466,346071.78260000004,2694.853461692692
h3_r7,87b2c50b6ffffff,E23_N419,train,566114,764099.3302000002,542128,752725.7624000001,2695.7253113660845
h3_r7,87b2c5180ffffff,E23_N420,test,150234,231134.5325,153442,217207.2422,2696.0619198242202
h3_r7,87b2c5181ffffff,E24_N420,train,72546,108846.6111,69255,99125.8594,2695.4424314651405
h3_r7,87b2c5182ffffff,E23_N420,test,16250,23943.706,16166,22252.879800000002,2696.3162359795533
h3_r7,87b2c5183ffffff,E23_N420,test,153045,223564.7818,159996,222033.8651,2695.696854739217
h3_r7,87b2c5184ffffff,E23_N420,test,26197,41060.479,24474,34901.513,2696.4267507507466
h3_r7,87b2c5185ffffff,E24_N420,train,11206,18330.4035,8354,12097.6754,2695.8072181723546
h3_r7,87b2c5186ffffff,E23_N420,test,51736,75971.1762,54321,75903.3229,2696.6813453368377
h3_r7,87b2c518affffff,E24_N420,train,69097,99378.26740000001,61349,82114.4696,2694.712156721158
h3_r7,87b2c518effffff,E24_N420,train,50069,72016.1321,43859,59233.922399999996,2695.077410858823
h3_r7,87b2c5190ffffff,E23_N420,test,1,1.5063,0,0.0,2697.189377147588
h3_r7,87b2c5191ffffff,E23_N420,test,97940,140962.06100000002,88136,122357.7512,2696.570166460646
h3_r7,87b2c5192ffffff,E23_N420,test,14720,21587.1682,10052,14200.7745,2697.4428140209056
h3_r7,87b2c5193ffffff,E23_N420,test,129084,186254.0446,119717,166229.75400000002,2696.823711094854
h3_r7,87b2c5198ffffff,E23_N420,test,680899,926454.9414999995,631271,869340.1501000001,2695.5853154772776
h3_r7,87b2c5199ffffff,E23_N420,test,103168,148344.8273,98100,138610.7432,2694.9660235572373
h3_r7,87b2c519affffff,E23_N420,test,1121974,1476459.5038999994,1154394,1571636.7761999997,2695.838689525379
h3_r7,87b2c519bffffff,E23_N420,test,197145,282317.5353,176346,246904.53579999995,2695.2195050602313
h3_r7,87b2c519cffffff,E23_N420,test,346627,489263.9274,348109,483371.8321000001,2695.950892571127
h3_r7,87b2c519dffffff,E23_N420,test,74949,106463.799,70247,96610.4405,2695.331555862562
h3_r7,87b2c519effffff,E23_N420,test,273591,389487.1653,285931,395904.24130000005,2696.204544784734
h3_r7,87b2c51a2ffffff,E23_N420,test,7111,11438.8328,7995,11498.202000000001,2696.7913471508073
h3_r7,87b2c51a3ffffff,E24_N420,train,0,0.0,1,1.2864,2696.171770612942
h3_r7,87b2c51b0ffffff,E23_N420,test,13483,20036.8067,14229,19282.8541,2697.6656263559125
h3_r7,87b2c51b1ffffff,E23_N420,test,23991,36243.1829,25240,35101.704300000005,2697.0462202714407
h3_r7,87b2c51b2ffffff,E23_N420,test,5,7.3786000000000005,16,21.5362,2697.920006268949
h3_r7,87b2c51b3ffffff,E23_N420,test,12427,18912.2995,11500,15871.737500000001,2697.300707612885
h3_r7,87b2c5400ffffff,E21_N419,train,957,1848.5604,632,957.1357,2699.5871860338375
h3_r7,87b2c5401ffffff,E22_N419,train,8513,16068.930600000002,7275,11053.7725,2698.9692183110747
h3_r7,87b2c5403ffffff,E21_N419,train,1235,2279.117,891,1343.8225,2699.2182295113453
h3_r7,87b2c5405ffffff,E22_N419,train,282,510.493,145,222.5826,2699.337897247693
h3_r7,87b2c5408ffffff,E22_N419,train,98821,151191.1857,74314,109986.84240000001,2697.982319702278
h3_r7,87b2c5409ffffff,E22_N419,train,110333,166668.74200000003,103063,151445.354,2697.3642680475023
h3_r7,87b2c540bffffff,E22_N419,train,66734,100019.0501,58771,87255.8216,2697.613222018059
h3_r7,87b2c540cffffff,E22_N419,train,166498,260639.37910000002,136630,200279.37119999997,2698.3511856199475
h3_r7,87b2c540dffffff,E22_N419,train,224345,338580.2327,201469,296861.9163,2697.7330883538816
h3_r7,87b2c5420ffffff,E22_N419,train,729,1256.7425,389,628.9742,2700.0745564776007
h3_r7,87b2c5421ffffff,E22_N419,train,803,1315.9094,541,761.3605,2699.456389125029
h3_r7,87b2c5422ffffff,E21_N419,train,4951,6873.2329,4677,6463.1557999999995,2700.3244007680332
h3_r7,87b2c5424ffffff,E22_N419,train,661,1068.6471,246,342.91360000000003,2700.44253603596
h3_r7,87b2c5425ffffff,E22_N419,train,48497,77730.2758,43917,63182.4444,2699.8243243147153
h3_r7,87b2c5426ffffff,E21_N419,train,6162,9417.9639,5439,7845.4878,2700.692658239277
h3_r7,87b2c5428ffffff,E22_N419,train,167875,243355.02300000002,150056,219228.30789999999,2698.4700329834013
h3_r7,87b2c5429ffffff,E22_N419,train,347036,501953.28160000005,337717,487950.33230000007,2697.8517806587042
h3_r7,87b2c542affffff,E22_N419,train,150831,233643.85070000007,120837,178652.4601,2698.719819409831
h3_r7,87b2c542bffffff,E22_N419,train,360501,525327.1726,361347,536525.3035,2698.101676787832
